,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,pct.diff
TNFRSF1A1,0.00699549,0.296965736,0.682,0.393,1,2,TNFRSF1A,0.289
CCL4,0.007228904,0.253971913,0.409,0.176,1,2,CCL4,0.233
HSPA9,0.007349004,0.335041826,0.636,0.375,1,2,HSPA9,0.261
EMC41,0.007668821,0.294764689,0.636,0.365,1,2,EMC4,0.271
C21orf2,0.007699674,0.261044848,0.364,0.154,1,2,C21orf2,0.21
RIC8A,0.007706285,0.274994507,0.364,0.16,1,2,RIC8A,0.204
PTPN14,0.007748319,0.281245473,0.273,0.098,1,2,PTPN14,0.175
RPL23A,0.007867648,0.323721053,1,0.984,1,2,RPL23A,0.016
EEF21,0.008153643,0.326306662,1,0.98,1,2,EEF2,0.02
SIVA1,0.009098143,0.378827883,0.591,0.377,1,2,SIVA1,0.214
CCT4,0.009361521,0.279035527,0.591,0.333,1,2,CCT4,0.258
C8orf59,0.009703443,0.294561498,0.818,0.623,1,2,C8orf59,0.195
SLC25A3,0.009865566,0.31355209,0.864,0.834,1,2,SLC25A3,0.03
